,linkid,x,y
196,811556438,3887,2928
197,811556439,3887,2928
198,811629566,3886,2928
199,811884590,7774,5857
200,811947724,1943,1464
201,812023254,3886,2928
202,812023255,3886,2928
203,812023256,3886,2928
204,836185854,3886,2928
205,851519858,7776,5857
206,851519859,7776,5857
207,851547803,7776,5857
208,851552992,3886,2928
209,851552993,3886,2928
210,851553002,3886,2928
211,851554284,3886,2928
212,851554290,3886,2928
213,851591133,3886,2928
214,851591134,3886,2928
215,851623355,7775,5857
216,851625198,3886,2928
217,859347304,3885,2928
218,897478272,3886,2928
219,897787176,3886,2928
220,901119782,3887,2928
221,901119783,3887,2928
222,901128953,7774,5857
223,901311723,1944,1464
224,901311725,1944,1464
225,901328841,3887,2928
226,901328842,3887,2928
227,901328843,3887,2928
228,901328844,3887,2928
229,901328845,3886,2928
230,901328846,3886,2928
231,901328847,3886,2928
232,901328848,3886,2928
233,901330812,3886,2928
234,901330813,3886,2928
235,901330814,3886,2928
236,901330815,3886,2928
237,901330816,3886,2928
238,901330817,3886,2928
239,901330819,3887,2928
240,901335093,1944,1464
241,902016534,1943,1464
242,902016535,1943,1464
243,907445776,3885,2928
244,910631394,3886,2928
245,910631395,3886,2928
246,910635154,3886,2928
247,910635155,3886,2928
248,910635156,3886,2928
249,910635157,3886,2928
250,910635159,3886,2928
251,910635161,3886,2928
252,910635162,3886,2928
253,910635163,3886,2928
254,910635164,3886,2928
255,910635166,3886,2928
256,910635167,3886,2928
257,910635169,3886,2928
258,910635333,3886,2928
259,910635334,3886,2928
260,910635838,3886,2928
261,910635839,3886,2928
262,910635840,3886,2928
263,910635841,3886,2928
264,910635842,3886,2928
265,910635843,3886,2928
266,910635844,3886,2928
267,910635845,3886,2928
268,910640809,3886,2928
269,941289391,3886,2928
270,941289392,3886,2928
271,1115631554,3886,2928
272,1162444462,3886,2928
273,1162445446,3886,2928
274,1162453258,3886,2928
275,1180483530,3886,2928
276,1187733637,7774,5857
277,1187733638,7775,5857
278,1187733639,7775,5857
279,1187733640,7775,5857
280,1187733641,7774,5857
281,1187733642,7774,5857
282,1187733643,7774,5857
283,1198051993,7774,5857
284,1198051994,7774,5857
285,1201697034,3886,2928
286,1201697035,3886,2928
287,1201697260,3886,2928
288,1201866960,3886,2928
289,1201866961,3886,2928
290,1201872277,3886,2928
291,1201872278,3886,2928
292,1202127650,3886,2928
293,1202127651,3887,2928
294,1202193846,7774,5857
295,1202254592,3886,2928
296,1202254593,3887,2928
297,1202255120,3887,2928
298,1202255122,3887,2928
299,1202255123,3887,2928
300,1202255124,3886,2928
301,1202255125,3886,2928
302,1202388240,1943,1464
303,1202683188,1944,1464
304,1202870573,1943,1464
305,1202924178,3886,2928
306,1202924179,3886,2928
307,1205886756,7774,5857
308,1205886757,7774,5857
309,1206705162,7774,5857
310,1206705163,7774,5857
311,1206705165,7774,5857
312,1206705166,7774,5857
313,1208910784,1943,1464
314,1208910785,1943,1464
315,1208910787,7775,5857
316,1213178431,3886,2928
317,1213178432,3886,2928
318,1213278922,1943,1464
319,1213343194,3886,2928
320,1213512227,3886,2928
321,1213513448,3886,2928
322,1213513449,3886,2928
323,1213529543,3885,2928
324,1213529544,3885,2928
325,1213870333,3886,2928
326,1213870334,3886,2928
327,1214429527,7775,5857
328,1214429528,7775,5857
329,1214573385,1943,1464
330,1214573388,1943,1464
331,1214589875,1943,1464
332,1214589880,1943,1464
333,1214589884,1943,1464
334,1214589885,1943,1464
335,1214635817,1943,1464
336,1214836355,1943,1464
337,1215031875,1943,1464
338,1215031876,1943,1464
339,1217822081,7773,5857
340,1217822082,7773,5857
341,1220022343,3885,2928
342,1222969112,3886,2928
343,1227943168,1943,1464
344,537279515,7773,5857
345,537279523,7773,5857
346,537279555,7773,5857
347,537279556,7773,5857
348,537279614,7773,5857
349,537279615,7773,5857
350,537279771,1943,1464
351,537279775,1943,1464
352,537279780,1943,1464
353,537279857,7774,5857
354,537280015,1943,1464
355,537280097,1943,1464
356,537280194,1943,1464
357,537280253,1943,1464
358,537280308,1943,1464
359,537280333,1943,1464
360,537280337,1943,1464
361,537280349,1943,1464
362,537280350,1943,1464
363,537280369,1943,1464
364,537282043,7773,5857
365,537282084,1943,1464
366,537282199,7774,5857
367,537282200,7774,5857
368,537285515,7773,5857
369,575175295,3887,2928
370,575175296,3887,2928
371,746350943,1943,1464
372,811391408,1943,1464
373,811391409,1943,1464
374,811391410,1943,1464
375,811391411,1943,1464
376,811556045,1943,1464
377,811556046,1943,1464
378,811747881,3887,2928
379,811747882,3887,2928
380,811747883,3887,2928
381,901119785,3887,2928
382,901465636,1943,1464
383,901465637,1943,1464
384,901465639,1943,1464
385,901465641,1943,1464
386,901465642,1943,1464
387,901467564,1943,1464
388,901467567,1943,1464
389,901467568,1943,1464
390,901467569,1943,1464
391,901467572,1943,1464
392,901467573,1943,1464
393,901467575,1943,1464
394,905950782,1943,1464
395,910643476,1943,1464
396,910643477,1943,1464
397,910643478,1943,1464
398,910643479,1943,1464
399,910643480,1943,1464
400,910643481,1943,1464
401,910643482,1943,1464
402,910643483,1943,1464
403,1036375459,1943,1464
404,1036375460,1943,1464
405,1062547106,7773,5857
406,1062547107,7773,5857
407,1162445445,3886,2928
408,1201929237,1943,1464
409,1202688588,1943,1464
410,1221405927,1943,1464
411,1221405928,1943,1464
412,1221416898,0,0
413,1221416899,0,0
414,1223118931,7774,5857
415,80218154,3886,2928
416,537279892,3887,2928
417,537280585,3886,2928
418,537280636,3886,2928
419,537280733,1943,1464
420,537283641,3887,2928
421,537283669,3887,2928
422,537283683,3887,2928
423,537285975,3886,2928
424,537285976,3886,2928
425,537285981,1943,1464
426,537319979,3885,2928
427,537320006,3885,2928
428,537320007,3885,2928
429,537320132,3886,2928
430,537320892,3886,2928
431,537320922,3886,2928
432,537320939,3886,2928
433,543107701,3885,2928
434,543107702,3885,2928
435,543107703,3885,2928
436,543107707,3885,2928
437,543107755,3885,2928
438,543107757,3885,2928
439,543108667,3886,2928
440,543108668,3886,2928
441,543108736,3886,2928
442,543108737,3886,2928
443,543108738,3886,2928
444,543108739,3886,2928
445,543110752,1943,1464
446,543110833,3886,2928
447,543112540,3886,2928
448,545934349,3886,2928
449,545934356,3886,2928
450,709094208,3886,2928
451,709765265,1943,1464
452,711383568,3886,2928
453,721099257,3886,2928
454,721099258,7772,5857
455,727559108,3886,2928
456,743410662,0,0
457,743410663,3886,2928
458,747089609,3886,2928
459,747089611,3886,2928
460,747089612,3886,2928
461,748784570,3886,2928
462,748784571,3886,2928
463,767326020,3886,2928
464,767326030,3886,2928
465,775737003,3886,2928
466,775737004,3886,2928
467,775737005,3886,2928
468,806639814,3886,2928
469,806639816,3886,2928
470,806639820,3886,2928
471,811309315,3886,2928
472,811309316,3886,2928
473,811884591,7774,5857
474,812235336,3886,2928
475,820872779,3886,2928
476,820872781,3886,2928
477,820932068,3886,2928
478,820932069,3886,2928
479,836185882,7772,5857
480,836185883,7772,5857
481,836185884,7772,5857
482,836185885,7772,5857
483,836185886,7772,5857
484,836185892,7772,5857
485,851593350,3886,2928
486,851593357,3886,2928
487,851593361,3886,2928
488,851593612,3886,2928
489,851595093,3886,2928
490,851595098,3886,2928
491,851595102,3886,2928
492,851595110,3886,2928
493,865354814,3886,2928
494,865354815,3886,2928
495,897494472,3885,2928
496,897494474,3885,2928
497,897494480,3885,2928
498,897494481,3885,2928
499,897494484,3886,2928
500,897494489,3885,2928
501,897497320,3886,2928
502,897649805,3886,2928
503,897649808,3886,2928
504,897649810,3886,2928
505,897649811,3886,2928
506,897649814,3886,2928
507,897649815,3886,2928
508,897768042,3886,2928
509,897768044,3886,2928
510,897768045,3886,2928
511,897768046,3886,2928
512,897768047,3886,2928
513,897771996,3886,2928
514,897771997,3886,2928
515,897787179,1943,1464
516,901118533,1943,1464
517,901118534,1943,1464
518,901120418,3886,2928
519,901120419,3886,2928
520,901121382,3886,2928
521,901121383,3886,2928
522,901285344,3886,2928
523,901285345,3886,2928
524,905955171,3886,2928
525,905968994,3886,2928
526,907445773,3886,2928
527,907445789,3886,2928
528,910634412,1943,1464
529,910641697,3886,2928
530,910641698,3886,2928
531,910641700,3886,2928
532,910642083,3886,2928
533,911745196,3886,2928
534,911745200,3885,2928
535,911746922,3886,2928
536,911746923,3886,2928
537,941289393,3886,2928
538,941289394,3886,2928
539,984181264,3886,2928
540,984181265,3886,2928
541,984324994,3886,2928
542,984324995,3886,2928
543,984324997,3886,2928
544,984396462,3886,2928
545,984396463,3886,2928
546,984422523,3886,2928
547,984422524,3886,2928
548,1199546877,3887,2928
549,1202116325,3886,2928
550,1202116326,3886,2928
551,1202206068,3886,2928
552,1202206069,3886,2928
553,1202209816,3886,2928
554,1202209817,3886,2928
555,1202884714,3887,2928
556,1202884715,3887,2928
557,1202884717,3887,2928
558,1206623718,3887,2928
559,1206623719,3887,2928
560,1209923090,3886,2928
561,1209923091,3886,2928
562,1213343195,3886,2928
563,1213444833,1943,1464
564,1213449900,1943,1464
565,1213449901,1943,1464
566,1217296301,3886,2928
567,1217296302,3886,2928
568,1219941585,3886,2928
569,1219941586,3886,2928
570,1220022124,3886,2928
571,1220022135,3886,2928
572,1220022222,3886,2928
573,1220022224,3886,2928
574,1220022267,3885,2928
575,1220022578,3885,2928
576,1220022579,3885,2928
577,1220022614,3885,2928
578,1220022623,3885,2928
579,1220022624,3885,2928
580,1220022629,3885,2928
581,1220022630,3885,2928
582,1220022798,3886,2928
583,1220022799,3886,2928
584,1231962858,3887,2928
585,80217199,3886,2929
586,537266623,0,0
587,537266644,7773,5860
588,537266722,7773,5860
589,537266744,7773,5860
590,537266821,3886,2930
591,537266837,7773,5860
592,537266904,7773,5860
593,537266928,7773,5860
594,537266945,7773,5860
595,537266956,7773,5860
596,537267010,7773,5860
597,537267027,7773,5860
598,537267199,7773,5860
599,537267242,7773,5860
600,537269579,3886,2929
601,537269992,7773,5859
602,537270253,7773,5859
603,537270283,7773,5859
604,537270574,1943,1464
605,537270616,3886,2929
606,537270660,3886,2929
607,537270848,3886,2929
608,537270892,3886,2929
609,537270898,3886,2929
610,537270901,3886,2929
611,537270944,3886,2929
612,537270999,3886,2929
613,537271010,1943,1464
614,537271152,3886,2929
615,537271181,3886,2929
616,537271217,1943,1464
617,537271328,3886,2929
618,537271644,3886,2929
619,537271659,3886,2929
620,537271676,3886,2929
621,537271759,3886,2929
622,537271924,3886,2929
623,537271993,7773,5859
624,537271994,7773,5859
625,537272190,3886,2929
626,537272201,1943,1464
627,537272203,1943,1464
628,537272205,1943,1464
629,537272222,1943,1464
630,537272294,7774,5859
631,537272403,7774,5859
632,537272575,7774,5859
633,537272579,7774,5859
634,537272764,7774,5859
635,537272765,7774,5859
636,537272819,3887,2929
637,537273104,1943,1464
638,537273142,1943,1464
639,537275208,7775,5858
640,537275364,7775,5858
641,537275825,3887,2929
642,537276060,3887,2929
643,537276070,3887,2929
644,537276346,3887,2929
645,537276388,3887,2929
646,537276484,3887,2929
647,537276490,3887,2929
648,537276509,3887,2929
649,537276581,3887,2929
650,537276605,3887,2929
651,537276991,3887,2929
652,537277794,3887,2928
653,537278508,3887,2928
654,537278761,3887,2928
655,537279129,3887,2928
656,537282464,1943,1464
657,537282976,7774,5858
658,537282978,7774,5858
659,537282980,7774,5858
660,537282982,3887,2929
661,537282983,7775,5858
662,537282987,7775,5858
663,537283012,3887,2929
664,537283370,3887,2929
665,537283371,3887,2929
666,537283376,3887,2929
667,537283541,3887,2929
668,537283659,3887,2928
669,537283890,3887,2929
670,537285146,7773,5860
671,537285209,7773,5860
672,537285928,3886,2929
673,537286964,7774,5859
674,537286965,7774,5859
675,537286980,7774,5859
676,537286983,7774,5859
677,537286984,7774,5859
678,537287028,3887,2929
679,537287035,3887,2929
680,537287036,3887,2929
681,537287095,3886,2929
682,537287096,3886,2929
683,537287105,3886,2929
684,537287108,3886,2929
685,537287109,3886,2929
686,537287164,3887,2929
687,537287167,3887,2929
688,537287168,3887,2929
689,537287169,3887,2929
690,537287668,1943,1464
691,537287680,1943,1464
692,537287681,1943,1464
693,537287766,1943,1464
694,537287806,3886,2929
695,537287808,3886,2929
696,537287874,3887,2929
697,537287954,3887,2929
698,537287955,3887,2929
699,537317562,3886,2930
700,537317653,3886,2930
701,537317758,3886,2930
702,542388206,3886,2930
703,542388207,3886,2930
704,542388216,3886,2930
705,542388221,3886,2930
706,542388222,3886,2930
707,542388230,3886,2930
708,542388237,3886,2930
709,542388240,3886,2930
710,553204845,3886,2929
711,593891352,3886,2929
712,593891353,3886,2929
713,593891898,3887,2929
714,593892122,3887,2929
715,593892305,3887,2929
716,593892308,1943,1464
717,593893629,7773,5860
718,593896213,7773,5860
719,593896218,3886,2930
720,593896220,3886,2930
721,593896227,3886,2930
722,593896374,3886,2929
723,593896375,3886,2929
724,593896376,3886,2929
725,593896556,3886,2930
726,709416337,7774,5859
727,709417970,1943,1464
728,709417972,1943,1464
729,711226298,3887,2929
730,711226300,3887,2929
731,711226301,3887,2929
732,711226302,3887,2929
733,711226304,1943,1464
734,711246536,1943,1464
735,711246537,1943,1464
736,743692196,3887,2928
737,743791052,3887,2929
738,743791053,3887,2929
739,746336578,3887,2928
740,746343980,3887,2929
741,746343981,3887,2929
742,746714937,1943,1464
743,746714938,1943,1464
744,746722001,3887,2928
745,746722002,3887,2928
746,746722006,3887,2928
747,746819303,3887,2929
748,746819304,3887,2929
749,747107872,3887,2929
750,747107873,3887,2929
751,761787022,3886,2930
752,761787023,3886,2930
753,772035239,7773,5860
754,799484283,3887,2929
755,799484284,3887,2929
756,799484742,3887,2929
757,799484743,3887,2929
758,799484744,3887,2929
759,799484989,3887,2929
760,799484990,3887,2929
761,799484991,3887,2929
762,801541802,3887,2928
763,801772489,3887,2929
764,806649663,3887,2929
765,806649664,3887,2929
766,810155078,1943,1464
767,810155079,1943,1464
768,810767266,1943,1464
769,811226453,3887,2929
770,811242781,3887,2928
771,811242782,3887,2928
772,811295402,3887,2929
773,811295403,3887,2929
774,811378705,3887,2928
775,811378706,3887,2928
776,811381632,3887,2929
777,811381634,3887,2928
778,811381635,3887,2928
779,811381636,3887,2928
780,811381637,3887,2928
781,811381639,3887,2929
782,811381640,3887,2928
783,811381641,3887,2928
784,811542680,1943,1464
785,811747360,3887,2929
786,811747361,3887,2929
787,811751312,3887,2929
788,838075006,3887,2928
789,840880440,1943,1465
790,840880441,1943,1465
791,841358372,3886,2929
792,841358374,3886,2929
793,841358375,3886,2929
794,841416061,1943,1464
795,841416081,1943,1464
796,841416084,1943,1464
797,841465617,1943,1464
798,841465621,1943,1464
799,841465625,1943,1464
800,841465626,1943,1464
801,841465649,1943,1464
802,841465663,1943,1464
803,841545993,3886,2930
804,851580265,3887,2928
805,851580266,3887,2928
806,851630907,3886,2929
807,851649685,3887,2929
808,851662008,3887,2929
809,851662009,3887,2929
810,851690408,7775,5858
811,851690409,7775,5858
812,851690410,7775,5858
813,851690419,7775,5858
814,851690420,7775,5858
815,851814575,3887,2929
816,851814576,3887,2929
817,854495902,3887,2929
818,854736631,3887,2929
819,855914697,1943,1464
820,867573909,1943,1464
821,867573910,1943,1464
822,877415190,3886,2930
823,877415192,3886,2930
824,897497322,3886,2929
825,897519177,3886,2929
826,897519179,3887,2929
827,897528127,3886,2929
828,897530274,3886,2929
829,900920907,1943,1464
830,900920908,1943,1464
831,901109992,3887,2929
832,901109993,3887,2929
833,901109996,3887,2929
834,901109997,3887,2929
835,901122630,3887,2928
836,901122631,3887,2928
837,901123713,3887,2928
838,901124058,3887,2928
839,901124059,3887,2928
840,901124339,3887,2928
841,901124340,3887,2928
842,901125065,3887,2928
843,901125066,3887,2928
844,901125385,3887,2929
845,901125386,3887,2929
846,901127650,3887,2929
847,901127651,3887,2929
848,901128987,3887,2929
849,901128988,3887,2929
850,901128989,3887,2929
851,901307134,3887,2929
852,901309900,3887,2929
853,901309902,3887,2929
854,901309903,3887,2929
855,901328328,3887,2929
856,901328329,3887,2929
857,901337753,3887,2929
858,901337754,3887,2929
859,901352077,3887,2929
860,901352078,3887,2929
861,901465802,3887,2928
862,901465803,3887,2928
863,901465804,3887,2928
864,901465805,3887,2928
865,901465806,3887,2928
866,901465807,3887,2928
867,901900760,3887,2928
868,902016769,3886,2929
869,902016771,3886,2929
870,902016773,3886,2929
871,902016774,3886,2929
872,902016793,1943,1464
873,902016794,1943,1464
874,902016796,1943,1464
875,902016797,1943,1464
876,902016798,1943,1464
877,902016799,1943,1464
878,902016800,1943,1464
879,902121267,3886,2930
880,902121271,3886,2930
881,902124291,3886,2930
882,902218040,0,0
883,902218041,3886,2930
884,902218042,3886,2930
885,905312465,3886,2929
886,905312466,3886,2929
887,907148917,3886,2930
888,907148918,3886,2930
889,907148922,1943,1464
890,907314479,1943,1464
891,910755160,3886,2929
892,910755162,3886,2929
893,910773094,3886,2929
894,910773095,3886,2929
895,910773096,3886,2929
896,910773097,3886,2929
897,910773322,3886,2929
898,910773323,3886,2929
899,910773325,3886,2929
900,913062630,1943,1464
901,913160873,3887,2929
902,913160875,3887,2929
903,913160876,3887,2929
904,913160878,3887,2929
905,913167100,3887,2929
906,913167101,3887,2929
907,913198508,3886,2929
908,913198509,3886,2929
909,913199508,3887,2929
910,913199509,3887,2929
911,913765701,3887,2929
912,914208608,3886,2929
913,932653189,3886,2930
914,932653190,3886,2930
915,942491796,7774,5858
916,947390104,3886,2929
917,947390106,3887,2929
918,950013160,3886,2929
919,984318856,7773,5859
920,984318857,7773,5859
921,984393547,7773,5859
922,984393548,7773,5859
923,985046918,3886,2929
924,985046919,3886,2929
925,985046921,3886,2929
926,985046922,3886,2929
927,985109700,3887,2929
928,985113599,7774,5859
929,985137049,7774,5859
930,985137051,7774,5859
931,985137052,7774,5859
932,993108509,7773,5859
933,993474119,7773,5859
934,993474120,7773,5859
935,993641765,3887,2929
936,993658557,3886,2929
937,994048976,3886,2930
938,995990809,3886,2930
939,995990810,3886,2930
940,1020530820,3887,2929
941,1020530822,3887,2928
942,1041052315,7774,5859
943,1041052316,7774,5859
944,1091220433,7774,5859
945,1110063762,1943,1464
946,1117592132,3887,2928
947,1117592133,3887,2928
948,1162461066,3887,2929
949,1162461067,3887,2929
950,1195958868,3886,2929
951,1195958869,3886,2929
952,1196279919,3887,2929
953,1196360316,3887,2929
954,1196360317,3887,2929
955,1199240345,3887,2929
956,1199556340,3887,2929
957,1199556342,3887,2929
958,1201493154,3887,2929
959,1201493155,3887,2929
960,1201706354,3887,2929
961,1201706355,3887,2929
962,1201797737,1943,1464
963,1201797739,1943,1464
964,1201797740,1943,1464
965,1201870477,3886,2930
966,1201923907,1943,1464
967,1201923908,1943,1464
968,1202258581,3886,2930
969,1202259014,3886,2930
970,1202259015,3886,2930
971,1202654129,3887,2929
972,1202655416,1943,1464
973,1202683587,3886,2929
974,1202707927,3886,2929
975,1202708168,3886,2929
976,1202708169,3886,2929
977,1202708182,3886,2929
978,1202708183,3886,2929
979,1202749960,1943,1464
980,1202749961,1943,1464
981,1202762606,3886,2929
982,1202762955,3886,2929
983,1202875761,3886,2929
984,1202875762,3886,2929
985,1202882113,3886,2929
986,1202882427,3886,2929
987,1202882428,3886,2929
988,1202882510,3887,2928
989,1202884716,3887,2928
990,1202885259,3886,2929
991,1202918550,3886,2929
992,1202921841,3886,2929
993,1202921977,3887,2928
994,1202921978,3887,2928
995,1202922881,3887,2928
996,1202922882,3887,2928
997,1202923716,3887,2928
998,1202923717,3887,2928
999,1203577919,3886,2929
1000,1203628274,3886,2929
1001,1203628275,3886,2929
1002,1204682018,3887,2929
1003,1204682019,3887,2929
1004,1204704292,3886,2930
1005,1204704293,3886,2930
1006,1204704294,3886,2930
1007,1204704295,3886,2930
1008,1212297514,3887,2929
1009,1212401297,1943,1464
1010,1212617408,3886,2930
1011,1212622300,3887,2929
1012,1212623592,3887,2929
1013,1212623593,3887,2929
1014,1212799872,3886,2930
1015,1212799873,3886,2930
1016,1212882810,3886,2929
1017,1212935010,3887,2929
1018,1212935011,3887,2929
1019,1212935376,1943,1464
1020,1212948168,3887,2929
1021,1213163918,3887,2929
1022,1213251719,3887,2929
1023,1213252073,3887,2929
1024,1213252120,3887,2929
1025,1213252121,3887,2929
1026,1213273625,7774,5859
1027,1213273626,7774,5859
1028,1213274215,3887,2929
1029,1213344304,3887,2929
1030,1213880808,3886,2929
1031,1213880809,3886,2929
1032,1213943484,3887,2928
1033,1213957851,3887,2929
1034,1213957852,3887,2929
1035,1214292034,3886,2929
1036,1214292035,3886,2929
1037,1216889203,3887,2929
1038,1216889204,3887,2929
1039,1217204282,1943,1464
1040,1218078482,3887,2929
1041,1218078483,3887,2929
1042,1218309338,1943,1464
1043,1220141572,1943,1464
1044,1220142203,1943,1464
1045,1220142204,1943,1464
1046,1220142670,1943,1464
1047,1220156473,3886,2930
1048,1220156474,3886,2930
1049,1220163713,1943,1464
1050,1220163714,1943,1464
1051,1221713657,7774,5859
1052,1227213368,3886,2930
1053,1227213369,3886,2930
1054,1227213376,7773,5860
1055,1227213377,7773,5860
1056,1227213383,7773,5860
1057,1227213385,7773,5860
1058,1227214071,7773,5860
1059,1227214072,7773,5860
1060,1227905340,3886,2930
1061,1228054864,3886,2930
1062,1231861736,3886,2930
1063,1232100693,3887,2929
1064,1232100694,3887,2929
1065,1233536276,3886,2929
1066,1233543550,3886,2929
1067,1233543551,3886,2929
1068,1233553662,3886,2929
1069,1233553666,3886,2929
1070,1246600026,3887,2928
1071,80216812,3888,2929
1072,80218397,971,732
1073,80218398,971,732
1074,80264599,3887,2929
1075,537264640,7774,5861
1076,537264740,7774,5861
1077,537264831,7774,5860
1078,537265018,7774,5860
1079,537265203,7774,5860
1080,537265271,7774,5860
1081,537265294,7774,5860
1082,537265322,7774,5860
1083,537265357,7774,5860
1084,537265377,7774,5860
1085,537265427,7774,5860
1086,537265548,7774,5860
1087,537265556,7775,5860
1088,537265910,7775,5860
1089,537265917,7775,5860
1090,537265918,7775,5860
1091,537265935,7775,5860
1092,537265946,7775,5860
1093,537266020,7775,5860
1094,537266025,7775,5860
1095,537266026,7775,5860
1096,537268426,1943,1465
1097,537268556,971,732
1098,537268574,3887,2930
1099,537268618,3887,2930
1100,537268630,3887,2930
1101,537268753,1943,1465
1102,537268872,1943,1464
1103,537269126,3887,2930
1104,537269779,3887,2929
1105,537269957,3887,2929
1106,537270037,3887,2929
1107,537270069,3887,2929
1108,537270169,3887,2929
1109,537270199,3887,2929
1110,537270203,3887,2929
1111,537270260,3887,2929
1112,537270297,3887,2929
1113,537270311,3887,2929
1114,537270350,3887,2929
1115,537270360,3887,2929
1116,537270393,3887,2929
1117,537270659,3887,2929
1118,537270696,3887,2929
1119,537270772,3887,2929
1120,537270809,3887,2929
1121,537271037,3887,2929
1122,537271146,3887,2929
1123,537272103,3888,2929
1124,537272136,3888,2929
1125,537272218,3888,2929
1126,537272514,3888,2929
1127,537272654,3888,2929
1128,537273177,1944,1464
1129,537273222,1944,1464
1130,537273579,1944,1464
1131,537274152,1944,1464
1132,537274232,1944,1464
